id	filename	md5	size	state
dedf1505-69ec-450e-9cce-a6203304dcdc	TCGA-DB-A75O-01Z-00-DX1.10FF7F57-48C0-4668-AE09-A631584EB1ED.svs	f2d0735468b900a505a02bee50fe6c02	2242049582	released
fe4d39ef-9852-41c6-b22b-6197b18c3012	TCGA-IG-A6QS-01Z-00-DX1.F8F804CA-97FA-4941-BB0A-1E651424E009.svs	20a258ddd0f14cbd34b30436e99aa4d2	757816647	released
c6bbbe80-e2cf-4800-905f-8a304a34e0f3	TCGA-BG-A3EW-01Z-00-DX1.D0063121-8765-41C5-B0BE-10719DF0420D.svs	f58b5cc9dcf4f163a2d462e0897efb02	2415215155	released
8b86c50e-bf97-44e8-a614-9e22ff8bb1f4	TCGA-BB-7864-01Z-00-DX1.a8e9cdba-2026-4290-8e49-36086b65e806.svs	f775212a982b678c9d284b81c02298b9	495371743	released
9cb06996-ddb5-4280-88e9-9382148ed69d	TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d.svs	cde873cb36f223e71d8ff98af5b756b1	592437993	released
52a5e756-a2c6-45a7-96a8-b80f02c8d6a8	TCGA-DK-A2HX-01Z-00-DX1.F5D261DF-5A52-4BF6-B892-89B245809F7B.svs	a5f34adc5d8ccbed1b4e47b43adf0b79	1410453429	released
b700ed8b-f484-4f5e-9c64-6b9032e12dad	TCGA-TM-A84O-01Z-00-DX1.C05AE734-FABD-4DA7-9FDA-A54564CDED27.svs	3ff4ba4bb19a72323d8c4f31a3eac5e3	1692736599	released
dab8b8a4-84ca-4d1c-873d-66007379f075	TCGA-A7-A26E-01Z-00-DX1.BA4A7E28-0563-4C23-82D0-AB34A2E79AE3.svs	8f7ba74a3685d7fc420a8a50f11f8b89	727414559	released
555181fc-122a-4dad-805a-544007962afa	TCGA-DX-A3LT-01Z-00-DX1.D4A948E5-6BDC-458B-BB69-ABE5742F148D.svs	7d18fd2a54e8814827bcf4a5baa078ec	1788567279	released
d8f3f990-3177-484e-91c5-7ecf33c82c79	TCGA-F4-6808-01Z-00-DX1.c5c94635-21de-4edb-a903-4a2c914a5795.svs	0fed4728f500381b58857a7e322440f3	715966745	released
93023ef2-b339-4f23-a54b-3f5be9308e5c	TCGA-43-3920-01Z-00-DX1.33ab7101-e3e6-4156-9c16-efae940c8156.svs	9b06e5e3350186daf7e5e2095294e245	452457593	released
c6c68d8a-1b0e-4c2c-807a-f7752a02634c	TCGA-EW-A1OX-01Z-00-DX1.9B19CBEE-E592-4A4D-839F-CECDCA20F4B1.svs	0fbbb61f65281fcc5ba2a3dd3b092d35	2410779591	released
67a751aa-bfd4-46b5-911b-78cb6681e4a7	TCGA-AF-3911-01Z-00-DX1.03cf3e2a-1306-4011-8d42-543efb5d1286.svs	a0867256b3ba14000ae334905501f943	195429639	released
82b95910-014b-4a3f-a0fa-2dd5cb44327f	TCGA-QR-A6H4-01Z-00-DX1.EE175690-122F-4722-8CFB-4D86374A07C3.svs	274392af7671435600f682e43fd626d7	1462921131	released
3d81b39b-fb02-48ac-93bc-0be6b625a915	TCGA-KB-A6F5-01Z-00-DX1.7EBE81C7-178C-41EB-8DFA-27770A9DF630.svs	c7b28d199d19531da4f9a11ab603e195	1755295782	released
35b59dea-86f1-498d-8978-df5b6df164af	TCGA-43-5668-01Z-00-DX1.0d024872-fbcc-4e91-948b-acc96a00d5eb.svs	db68f6c7ef66046e4c63d0726b66ce58	312340193	released
7b481ea1-6ad0-4578-b47f-4c46518d79e9	TCGA-AP-A1DH-01Z-00-DX1.B075D509-FA42-4FC7-8F62-BEEF2710DC3D.svs	d95b1e08a2ae28c9926e3697dc42236b	807420929	released
5eaec783-445f-4482-a310-fe4733c2d2a4	TCGA-S9-A6WG-01Z-00-DX1.99FBC39A-F2DD-48F0-A5AB-52A508369C7A.svs	28d20dd74c29a987ccc543b51eec8ecd	1269864499	released
5983bc2c-1f4c-40a3-8dda-ad821918af80	TCGA-EA-A1QS-01Z-00-DX1.7BB98DFE-C3C5-459A-BEE8-6ECCEC27B223.svs	3b365e113c0ee50ace706fdfb345cb5f	1887549331	released
032467ea-a619-4be8-84c9-8852611f4895	TCGA-EM-A3AQ-01Z-00-DX1.3B5348E7-FD6B-49A9-B211-E3934E0BDC92.svs	16adf91e02cf47c86af764ab0515bbbe	95884708	released
b1736d0e-e32e-48f9-a6fe-716699ecaa87	TCGA-H2-A421-01Z-00-DX1.1D6462C1-2B95-4BC4-A563-45CFE5C0C17E.svs	02934ad70da82234fb14be9f9c431ccd	203798213	released
8b8bf12b-7e58-4ab4-86d5-4f8e0502d6a5	TCGA-BB-7871-01Z-00-DX1.c062435e-5f17-48d0-af06-dd0253ddcf75.svs	fb3f832a3d36536830f7dfda99ef1155	552038105	released
468f2b48-23b6-40f3-a10d-ce4c26349a19	TCGA-CH-5768-01Z-00-DX1.4c6626ea-a1fb-4aca-8970-a40035025174.svs	b57dbcb6cb3f8eadd375991073ae7c2b	74182317	released
53b9dc8b-57d9-463f-9150-7fcc0a68ff7d	TCGA-DE-A0Y2-01Z-00-DX1.E662700E-7C41-4467-8629-C5309C3CD722.svs	4b7e71a0ffa1654a9a0782f410b5641b	385213213	released
fa3a810e-09c6-4342-8923-1fe70546d9de	TCGA-AA-3492-01Z-00-DX1.32D79909-71D5-4843-847E-AECA5DBC963D.svs	0aa83b987910cba90490d5dbeaf113bf	9013124	released
e232d5dc-2177-4940-9429-bc0c779186cc	TCGA-EM-A1CV-01Z-00-DX1.BF664F6E-7B7B-4333-95CA-C5FC79BE39BB.svs	7ddf13ddf918d4aedf993f1b4a30e1e3	1377186217	released
d42ec356-6bdc-4479-add0-bf1c4ec0fdbd	TCGA-2Z-A9J6-01Z-00-DX1.EBF72BB6-C4B0-4BA8-820F-8BAE10DF20A2.svs	d708675edf25cddbf7e6ccfc852b23eb	414122864	released
7971204c-77ab-4fd2-967c-237325246562	TCGA-2Y-A9H2-01Z-00-DX1.D1B4968D-8AAD-4F12-8447-6FC752E8DDE4.svs	17d2baa6ba2a75ec685e4601252c8861	1111673216	released
6200734c-1d70-4042-a39f-e57776e139d0	TCGA-E9-A1RB-01Z-00-DX1.845074ea-43bc-4752-9dc0-fca72d2ab5de.svs	78b5073c0c251912a22247169125585b	518709989	released
b55024f3-629f-4764-a14a-7654f490b8e8	TCGA-BB-4224-01Z-00-DX1.ebdb44ef-4266-40b7-bc1b-e197c9813868.svs	eb7e6276033dc769cbc3a33626e10fb2	128847133	released
7cd37977-4329-413f-97a1-d38ffc571ef8	TCGA-QT-A5XP-01Z-00-DX1.4FCE65C1-CF21-4AA9-A3C2-42258509A326.svs	86e747014b5c0e9fad6ff9a2f499ba62	2074588796	released
705acef5-b033-4363-adc4-6aba50d83faf	TCGA-HZ-A77Q-01Z-00-DX1.B28D133B-8DB7-4B89-93BE-3F09C0F101EE.svs	0a3cba93b608d9a5d734cf9db6f84597	133423562	released
6631497f-ceb3-461e-9a2f-ab1f9aa9d4e7	TCGA-VR-A8EY-01Z-00-DX1.DD6ABA23-88BF-4D66-B405-EC889D25029B.svs	88efec7a4428601f3cb24596adc76d1d	1844856243	released
d8f0b324-465f-4474-8f8b-b9b0b3e7683a	TCGA-CJ-4640-01Z-00-DX1.F5625E6F-1B5D-408A-982B-9A66103DF1CC.svs	1ba216316b2103bf0682057a6d8d8ef0	1498045799	released
c863b3b5-ebd2-43b6-99d6-d5741e872ff3	TCGA-56-7221-01Z-00-DX1.f897f1ee-2796-4183-9312-f47871383327.svs	b7210021bb05b94574a60a357e11750c	89189949	released
cfc6151a-9722-4572-adcf-cdeb41854df6	TCGA-A8-A07S-01Z-00-DX1.34AFF327-E7FD-49E1-B918-0C09129581FB.svs	d301a8cb90880c18d1b49ddaeda82245	355471812	released
4c3176f7-a61b-4c46-9a03-965315bb6016	TCGA-UT-A97Y-01Z-00-DX1.19376AE8-F20F-49A8-BD6C-3998FD71628E.svs	ef7c7b3003b6292d5ecb00705b841397	1517272333	released
8a9da524-9031-4e17-9d16-a9912268a02d	TCGA-CQ-7069-01Z-00-DX1.227CEB7F-4265-42F5-B313-DB07484B51A8.svs	7ae57bb9810c584bd397768a1bca1206	643049656	released
9da3709d-6e3f-42e9-8391-63222151f804	TCGA-DD-A1EB-01Z-00-DX1.705C4FB1-00CA-4726-9589-1F745FCC9729.svs	e21f60f56815f47b2cb6e3d693d47cfb	2704635230	released
66d92aec-264b-47c4-ae90-8da7ba90a6a9	TCGA-EY-A2OP-01Z-00-DX1.8F54BEC3-5B57-47CB-95D0-BE55CC35048A.svs	87efff9d3719b34b2342d18af4a426ef	1168858484	released
9fa6af5e-5023-47ac-88e1-219b08a06d61	TCGA-E9-A295-01Z-00-DX1.ED6CC024-56E7-45A9-B41F-F84550A899F7.svs	a2df5dd27d99fd6923347d8c3ae10604	1379950153	released
9231efca-c8f9-4b6d-b304-d548f0c70922	TCGA-CJ-4893-01Z-00-DX1.056F80C3-B340-465A-B2A7-0523CEEA0219.svs	5fca0d62c00962a0152b426fe51b2551	889632387	released
dba5edca-8398-4762-80a7-8fe5ea818c48	TCGA-BJ-A2N8-01Z-00-DX1.14ADDBE0-A61A-4572-8CD9-7768DEB9BF76.svs	948fd21b07b95eb2ad0ec2d3068106c2	1391545319	released
2f3f784a-3721-4131-89f7-0fc1b9787504	TCGA-QQ-A8VB-01Z-00-DX1.6D8712C8-CB43-4A05-AAC9-9BEC7961EA16.svs	3ffaef2184b9040df42c22c40f4b3905	1113276505	released
6fab4693-56d0-4d45-9d67-ba0fc036d26d	TCGA-2A-A8W1-01Z-00-DX1.0CA35481-A243-4722-B3E5-4FB25EC9F6C0.svs	01392e3f08750f57a3b5116a455144db	661591057	released
5a5ce402-933d-427a-a624-0759a2273d7d	TCGA-D8-A13Z-01Z-00-DX1.517140BB-D34C-42F8-952C-340EF16D382F.svs	78b13f8a4bfda24f4d684b980c232aeb	1365575264	released
142a7ae4-8995-465f-b4bd-a57c9af36920	TCGA-ZF-AA52-01Z-00-DX1.BABC9074-8AF5-42E7-B3F8-39590121B620.svs	99c57768c954ac93ff34967de40bca4e	2027724079	released
283b88fe-2b81-4b25-a1e0-0ba5f9b9f101	TCGA-34-5241-01Z-00-DX1.7abc4737-9a9c-4270-8297-58ea167cea63.svs	d5923296353640a91ae9e46cced1cef4	822982383	released
6aa146c8-b098-4396-94bd-58c48085e8a4	TCGA-CV-6937-01Z-00-DX1.ED1E9F40-F6D4-4505-9E50-97D72AB169CA.svs	245805bb62d09681624146604d06a16c	1110520691	released
fda25a62-820e-4e36-8502-ecec3f049cfd	TCGA-WJ-A86L-01Z-00-DX1.2EB59E0F-D5B9-4212-8E31-2CA8529722A1.svs	fa6e58b1b52adaefe3c9e9bdcb1b29fb	1091391155	released
7b91a769-4968-46d8-a92f-92ca5f11ecc6	TCGA-4L-AA1F-01Z-00-DX1.D793A68B-6E98-477B-8C29-4347939C97CF.svs	7da6cc0fc3819106f4bfa6f1217211fe	566143101	released
ed08265b-1bc6-4ec9-baf0-07d6e8674f0a	TCGA-06-5413-01Z-00-DX1.6c5e8a47-c2d0-4873-9b32-36857c5f67ac.svs	0870b319bf635c7684220a80426b88a5	181322687	released
8cdf8ca8-bef7-4873-94a2-273d1a45b2df	TCGA-DB-A64X-01Z-00-DX1.81333B7A-873F-4CAC-BAF9-E20B0DAC29CA.svs	670facfc099627c5e43d90bebbb6f2a4	2541503484	released
5984cd8e-87f4-4aa6-bc60-84d9736245b0	TCGA-A8-A08T-01Z-00-DX1.ABA1ABF2-DDB1-4E31-89DC-0F7821311D11.svs	54d058ae83907220d4db8dd2bf90de02	545007686	released
91efd4cf-e8f0-4f53-8b60-c9a79fa09745	TCGA-HC-7745-01Z-00-DX1.50e87666-fdf5-4a68-a679-6fb3c770513e.svs	2b81ebe24187541dae60ea341974a76b	141915817	released
ba32050c-3769-47a2-adc3-532508adb2c8	TCGA-IG-A5S3-01Z-00-DX1.2410F826-855B-41CD-ADC1-25BECB2A801C.svs	fe98f19aef44f47b32cde97db7c7c41e	649803681	released
bd851042-d275-42d7-b292-865218a9ff70	TCGA-IZ-A6M8-01Z-00-DX1.72DCB378-1570-4C02-85EF-688FECA60C0E.svs	b7227bf1d7971b6838688b6fb74d2233	1131319774	released
98cb2e56-59e1-4816-a734-62951361b8e5	TCGA-G9-6366-01Z-00-DX1.4e68a4f0-ff9b-49da-ba2d-97235f61dfac.svs	787976dd5f07d29655832e52b55667c9	802087721	released
75e99bea-e8b7-4f62-a548-e5ebd5fc669e	TCGA-HC-7817-01Z-00-DX1.25a3a0e7-e971-4dc6-a759-2b18c0844536.svs	62fcd8a508169d09bb47f5253b03cb70	68478333	released
7719dfca-e5e8-4638-90a9-7d76115158d5	TCGA-A8-A09C-01Z-00-DX1.19E0C0E9-0ED6-4E3A-95FE-A5778F5DDBCD.svs	aa3ef97c328b5ec16dccae4b9987331d	495311542	released
b524e75e-0f19-4f06-afdd-ebffb218c6c1	TCGA-BP-4331-01Z-00-DX1.59a3b421-c402-451e-ad82-dda54583d3d4.svs	311e4c012888bd906301106949fa0b1b	492672612	released
c7980ec4-84eb-4a55-9274-d6997ac359d7	TCGA-FG-7641-01Z-00-DX1.7672d4c9-2bd2-4faf-a183-f69b7e1aefea.svs	7429fe417fd44a52d0a57020044ad8ef	1178709681	released
bf2dbebb-99fb-4f7e-8da1-2e894a7d27b5	TCGA-A2-A0YD-01Z-00-DX1.B81FF541-F154-4C49-950B-B6CB723369E2.svs	0139310b38843a559a0b9c70b27de949	1811438789	released
98d3d94b-8e41-449d-bf85-3a9e504cef2d	TCGA-39-5034-01Z-00-DX1.fb4191aa-07dc-4615-ac71-b9e4c67ed28b.svs	520c3fc2f4d06dc57877874bfa2d5d15	328055149	released
dbfe866c-fc72-4423-9667-9f03c6f76123	TCGA-CM-4751-01Z-00-DX1.F72E1883-5293-4351-A8DC-C4EA5D8F797C.svs	90ad5f04025a107e9de3fa1ab2900919	741961715	released
68354870-cfdf-41f1-9efe-6ac070f91658	TCGA-5P-A9JV-01Z-00-DX1.E9472303-DC58-4CE5-8A91-CB9275BE0891.svs	8a025c6c730c31a6e2060c1af1aca7e4	4067808776	released
154adefd-b1eb-44c7-9fc5-1dbf86df0aa7	TCGA-DF-A2KS-01Z-00-DX1.70AD1E2F-88D2-4249-AD7F-E60ED95AB889.svs	9e8908905a50221499a526940089b932	115819002	released
f28b9a47-68b8-4549-abfd-06e3038dad7b	TCGA-38-4631-01Z-00-DX1.5e0c873a-9c4c-4e0b-bf2e-e3cd8b760761.svs	02ad15c5e1fcb45175f9b9e3cf4b7d31	230713723	released
50868414-6709-4aba-a954-00555f3a0a4b	TCGA-MU-A51Y-01Z-00-DX1.EC146E16-85BA-4817-A2BE-37BDE4349B5C.svs	3acb3a91ed00a89424c2c9935d105e4a	209795809	released
a4b66023-521f-43c1-9dd5-0d630fca82e5	TCGA-55-6968-01Z-00-DX1.810e0fee-99ab-465b-8ae9-fb416e4dca3c.svs	0cd3deaff0b6052c32fc6b2840f7dad0	376581993	released
d1b9a833-d86f-43f1-8d4b-81ce0caeaf81	TCGA-3A-A9IJ-01Z-00-DX1.2D81B9E8-925A-462F-A141-E49E0A9A728A.svs	33d86b4225a5191fa57c2f77cb294416	315749170	released
6df62432-45b6-415b-85a1-53f6c14f55ce	TCGA-QR-A70W-01Z-00-DX1.8323866B-73AC-4B0B-80C3-B85ECD1E64D4.svs	3c1e5035df4001f9e74a6e695e4b0c25	1315755357	released
e22aff5f-a1bd-4cac-8c51-0437060f9c43	TCGA-3A-A9I9-01Z-00-DX1.A6E5C217-A2CD-4F67-88FF-606E62A10926.svs	75cba4f00c3433c178bcd668e184564e	358095438	released
d8da6202-ec4b-4390-aa8a-0e1ebb8e7e37	TCGA-GD-A2C5-01Z-00-DX1.3A81505E-5BF9-466C-938B-28909CD88193.svs	423c0c5b86bd671e72a5d8d44d639a6d	620853415	released
25135635-cacd-47ba-b80a-9c6977f404dc	TCGA-56-7582-01Z-00-DX1.81e6c419-f6a1-49cf-9a83-7c1a679fbfc6.svs	3c2c5b1b9f03a9495fb14ba5235a79f4	299746795	released
1683c037-f9b6-4b53-92f3-801a3c71cffd	TCGA-HC-8259-01Z-00-DX1.7f204bee-4100-4927-a36f-6acb2667d29f.svs	0fbb137b2ef8b4f2c6f606f855f5b0c2	80352959	released
6a9b269a-199e-4e84-9362-8977e2d43578	TCGA-ZH-A8Y8-01Z-00-DX1.174309BD-9629-4567-9646-A18CD9D54FDE.svs	eae0ee02b6ec06b5c43a460dd9d287c2	2304587262	released
c5cc9280-d4c9-4090-9fb1-1d1cc5e2f8d6	TCGA-78-7535-01Z-00-DX1.c4ca06f3-22d1-4e39-85c8-98d1fa2b0e60.svs	6fa8987fb26bd072c66e72784b1215d3	1281854239	released
a539ceeb-e520-4635-930e-f24e2bffefa3	TCGA-4Z-AA83-01Z-00-DX1.432ADCAA-36B5-4F9F-B4AE-6D755805FEF5.svs	83dc550e79081fe62833bc9ee3487c74	1494967313	released
0312a54c-3a16-4f85-a228-99d6efa09c1b	TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E.svs	e844432339747cda0f0a2c0f8efeaad5	1682929448	released
ed34940e-171e-4fb1-92db-43b5320eb8c6	TCGA-98-A53J-01Z-00-DX1.EEC6256E-D331-4731-B00C-08622C725F61.svs	0b1b71e417cb6a0e84828034dc419c98	733344443	released
fcb76bec-559e-4be6-82ed-f7be2c581b47	TCGA-23-2081-01Z-00-DX1.4105A382-4C2B-4C62-AC93-CB21CC360254.svs	7ded42ebad95fd8c968bc4f867431fa5	1407335385	released
1177da91-7f96-44ff-bc9f-993e71033c0e	TCGA-DD-A4NN-01Z-00-DX1.B73D4671-5413-478E-951D-731EBC75659F.svs	dbdb98515ce73bb930d253634da7059a	1600095139	released
1c4e7643-c636-40fa-9836-26faa2d14b60	TCGA-P3-A6T8-01Z-00-DX1.E3B6BA9A-3E96-4CCD-9C0F-52E9D27F1350.svs	5d7f4de794dce8d24705f6c7872a72a2	4090527960	released
7ed12f8c-44cf-4348-ae1b-b19a678b09ef	TCGA-19-2619-01Z-00-DX1.ed7e1a51-2352-4162-81f2-4a3b3bdab22c.svs	069e5ebdae3c8a70f16b87a28e98ca06	553455341	released
1dba5727-3758-4370-9e5c-4a1e20fd8e1e	TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17.svs	3ddcd2edcdf2ceedd5d6ed683f10b763	110646541	released
544b2a2e-17e4-4fde-b6ca-696d6dde973e	TCGA-A6-6141-01Z-00-DX1.34b5db5c-74df-47d9-bb89-beec93ded868.svs	52fbf13ce86531d57acaf1c3aa0ace2d	127865907	released
e3124b38-03d7-4c6d-b419-1332014b04a4	TCGA-85-A50Z-01Z-00-DX1.A8911EBB-EAB6-4787-9F6E-3E8A9F1078F3.svs	2172c738886a72d2f56cb9dee8d48fdd	1315543923	released
11a67b2d-f351-4efc-9cba-3bb729686b75	TCGA-DD-AACY-01Z-00-DX1.53DA507E-E016-4CD5-9DD1-62729FB3C9E8.svs	16f3d2410278c1b40974cb96842eae84	504830491	released
000fe7e2-d9a9-413d-9b71-aebda9a615bf	TCGA-CJ-4868-01Z-00-DX1.95E8398F-7709-42F0-9F2B-2D185B4429AE.svs	d555f1893c54f6c50cb4dbdbcb1c3f49	1894136213	released
394e1dfe-84bb-405d-8a55-d9efd862c222	TCGA-DB-A64W-01Z-00-DX1.25848BE9-A940-4827-88AA-555527EB81AA.svs	0dbb0e5e7d983b8d1da26399a073ceae	1026804472	released
018c8234-7315-4660-8a97-655217d0c79f	TCGA-E7-A6ME-01Z-00-DX1.114098C0-6CD9-4240-B8F4-C2E6D86A6868.svs	de0b41c9b555f4cab082e64cd1c3e03f	1564995049	released
77009afa-dba7-4706-8f5e-7ae0f56c9330	TCGA-B8-A54I-01Z-00-DX1.76B5A794-746B-47DC-A771-3B56F24EF28B.svs	3e247e5ac8332ab89fecdd4357dc00d6	1556306986	released
c339bed8-3d9d-4985-a4bd-ae2d3fb17562	TCGA-B6-A0RM-01Z-00-DX1.31DE3E32-7996-4D30-BB5F-72C94409C940.svs	3aa12400d047a5f26da4a589e3499bc1	916433789	released
0ad4d36f-2154-4f86-af63-274ec1d79419	TCGA-FG-A711-01Z-00-DX1.69203ECF-0672-428B-81EA-97B94D90E14F.svs	2df91186e3e42d8dbf045ad5508568bb	1722541067	released
9e65629c-d2a2-486b-9404-f51c33511d6e	TCGA-CN-5374-01Z-00-DX1.027c681b-d8d8-47fd-b0f8-917d6ddb3b83.svs	e0674aa2d02dd4794aa85fc810f93399	1157792807	released
2bd9bf05-e9ce-4c21-b261-2d0f4c5dee5c	TCGA-PD-A5DF-01Z-00-DX1.B7E4EDA0-1168-45E4-A18E-5BD247D7DEA6.svs	3d6ff8bccc08b04df6a8ad50896ec893	851967733	released
d101e777-82d9-4e5a-b6bf-62392a0511eb	TCGA-A6-6140-01Z-00-DX1.f34d99be-25dd-4811-9155-0dbb53e849ac.svs	4691cc35c25895cceca7491f01fb4fb3	273385337	released
9ae2309d-02ee-42cb-bfa8-5c81ac7ea947	TCGA-BP-4770-01Z-00-DX1.d8a5f4f9-c07d-4465-823f-6c4b3759b4ad.svs	b1552b62eeca93200cd0d2e6f443ef8e	304973586	released
66bd71a8-47ec-4c2a-9277-3100cb27f816	TCGA-IB-AAUU-01Z-00-DX1.83137319-8229-4682-8BD3-9B9A5C6C997A.svs	b405e139fae0bcd8bac0c063466070a6	2560153795	released
b3119763-c31c-4289-9f5c-a4ca70cb35cc	TCGA-ZF-AA53-01Z-00-DX1.04E05AAC-DAE2-428F-98DD-37F2B414E818.svs	1615e2b9068d6bdf1999b7936461d4e5	2589730369	released
83c91b7a-0784-4d66-a6c4-376bc754679e	TCGA-D6-A6EQ-01Z-00-DX1.E6CEA0DA-E05E-416F-B876-30398A9C17C5.svs	8bb23d1a6a7552391f2bc071c7269fcb	727726437	released
82e12aab-10c2-4205-875c-5a206c4c9cde	TCGA-HC-7738-01Z-00-DX1.CB18FC7E-9960-4639-9D95-B1EA15D1E8E1.svs	e3f9361bf50384fafa55f67b94739d88	1088275008	released
d7fc5fc0-593e-4d2f-af2b-d5303d0848d8	TCGA-CV-7406-01Z-00-DX1.DD01FA19-8CBD-4BCF-9BC7-F23AE48FA667.svs	8e9e18f7ae7fcf72fa01b8d56b95b93d	691507207	released
3d8eb285-870a-429e-9dae-d4b2d21aaf4e	TCGA-N8-A56S-01Z-00-DX1.BC1241E1-777A-4FFC-A09D-E8F0E066BCFD.svs	ae33b46ef8d9a03bb91792e69a5cc9c3	2662825349	released
a3197ee4-aaf9-4694-a293-4aae3ef6ff13	TCGA-B0-5098-01Z-00-DX1.d9298d58-2fd2-4cfd-9900-6e0b7ebfc9c9.svs	aaa2c8321229732d6210ba981398a2a6	1083963407	released
5b79089a-1c0b-4bf6-908e-e47267d8855b	TCGA-55-8087-01Z-00-DX1.548f2800-8caf-4c0e-a7b5-6d3d28315d9c.svs	3ecb45d9650b12c75d256fb7d0161ff5	189766883	released
87e97596-3c4c-43c2-890b-24b8d78f8154	TCGA-DD-A39Z-01Z-00-DX1.09A76682-FBCF-4BF8-9A88-B8C89656549B.svs	6f35272334948c879884af8a06b33f45	1070204469	released
6a021782-f702-46cb-a092-c8954e1f7726	TCGA-MT-A67G-01Z-00-DX1.CC0030DC-7F1D-45D2-85D3-4D32BDA585B5.svs	8b166af6bc9f921859ad79837affbde7	106767483	released
eec31bb3-5538-4958-a1f7-6ee95728ecc2	TCGA-E2-A14O-01Z-00-DX1.432DB252-35D4-4B02-B0A7-39BF85A38F89.svs	c459206c5b19f1ce0f917d9cbb24aee3	907948133	released
6d4a6b50-a67d-45cf-837d-27e62fc4c18d	TCGA-06-6391-01Z-00-DX1.b5200991-137b-49e9-965c-0d8465e0d63e.svs	e21b9df36245221ca0f347dc41b14137	197138779	released
827a0d98-64fd-4539-9e52-0b8a2c070d52	TCGA-RC-A7SF-01Z-00-DX1.F37E60B9-A340-4758-BE3C-C4675F6F5671.svs	5e23392adf592768cfc8911def984477	1882439241	released
d0937951-ea77-478f-9e50-6741828f0ba7	TCGA-IG-A3Y9-01Z-00-DX1.830A7D80-F4B1-4A78-B559-92F4461688E1.svs	3304fcc4aad01738022897d594ebde35	780473701	released
2ead2dae-18d3-4cfa-a8f7-f00614b40073	TCGA-KK-A7B1-01Z-00-DX1.18931C6F-1F93-49CF-BF9D-3C913B0609B7.svs	eda8983f43eafce720fde3fae9552f06	551806891	released
4c28bfbd-a535-47b9-84f0-abf5c0c6ad0e	TCGA-44-2664-01Z-00-DX1.35c75ae5-eee0-4e69-a13a-31b5fad9869a.svs	6154882b9e969a23a0794aa06ad2dbcb	262571671	released
1b6358ef-9b28-4ac8-bad7-2412437f4324	TCGA-BJ-A0ZE-01Z-00-DX1.8D51B2CD-3AB1-425D-AC80-C22B592A847F.svs	b811652232342c70af6154d60481d47b	992164173	released
